Molecule,Replicate,Ext_Reference,Area,Ratio_To_Standard,Amount ng/ml,Amount nmol/mL,Amount nmol/well,Amount nmol/1e6 cells seeded,Cells,Incubation_Time,Dose_Level,Dose_uM,Dose_IC,Dose_nmol/well
Isavuconazole,14706118,ISA_OZ_24h_P14_B5_D1,45082,0.0064,-0.291,-0.000665143,-0.000199543,-0.001995429,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14706119,ISA_OZ_24h_P14_C5_D2,472781,0.0661,82.8181,0.189298514,0.056789554,0.567895543,no cells,24,2,16,IC50,8
Isavuconazole,14706120,ISA_OZ_24h_P14_D5_D3,1349067,0.1875,252.1103,0.576252114,0.172875634,1.728756343,no cells,24,3,57,IC85,28.5
Isavuconazole,14706121,ISA_OZ_6h_P22_A5_VC,1591,0.0002,-8.9462,-0.020448457,-0.006134537,-0.061345371,no cells,6,C,0,Control,0
Isavuconazole,14706122,ISA_OZ_6h_P22_B5_D1,46400,0.0063,-0.4256,-0.0009728,-0.00029184,-0.0029184,no cells,6,1,0.7,IC01,0.35
Isavuconazole,14706123,ISA_OZ_6h_P22_C5_D2,449527,0.0622,77.4132,0.176944457,0.053083337,0.530833371,no cells,6,2,16,IC50,8
Isavuconazole,14706124,ISA_OZ_6h_P22_D5_D3,1319274,0.1809,242.9035,0.555208,0.1665624,1.665624,no cells,6,3,57,IC85,28.5
Isavuconazole,14706125,ISA_OZ_48h_P06_A4_VC,1551,0.0002,-8.9596,-0.020479086,-0.006143726,-0.061437257,no cells,48,C,0,Control,0
Isavuconazole,14706126,ISA_OZ_48h_P06_B4_D1,48237,0.0069,0.3727,0.000851886,0.000255566,0.002555657,no cells,48,1,0.7,IC01,0.35
Isavuconazole,14706127,ISA_OZ_48h_P06_C4_D2,729559,0.102,132.8793,0.303724114,0.091117234,0.911172343,no cells,48,2,16,IC50,8
Isavuconazole,14706128,ISA_OZ_48h_P06_D4_D3,2136709,0.2964,404.5726,0.924737371,0.277421211,2.774212114,no cells,48,3,57,IC85,28.5
Isavuconazole,14706129,ISA_OZ_24h_P14_A4_VC,5814,0.0008,-8.1194,-0.018558629,-0.005567589,-0.055675886,no cells,24,C,0,Control,0
Isavuconazole,14706130,ISA_OZ_24h_P14_B4_D1,55795,0.0079,1.7169,0.003924343,0.001177303,0.011773029,no cells,24,1,0.7,IC01,0.35
Isavuconazole,14706131,ISA_OZ_24h_P14_C4_D2,655354,0.092,118.8905,0.271749714,0.081524914,0.815249143,no cells,24,2,16,IC50,8
Isavuconazole,14706132,ISA_OZ_24h_P14_D4_D3,1705852,0.2403,326.018,0.745184,0.2235552,2.235552,no cells,24,3,57,IC85,28.5
Isavuconazole,14706133,ISA_OZ_6h_P22_A4_VC,1387,0.0002,-8.9949,-0.020559771,-0.006167931,-0.061679314,no cells,6,C,0,Control,0
Isavuconazole,14706134,ISA_OZ_6h_P22_B4_D1,42572,0.0059,-1.0253,-0.002343543,-0.000703063,-0.007030629,no cells,6,1,0.7,IC01,0.35
Isavuconazole,14706135,ISA_OZ_6h_P22_C4_D2,441449,0.0606,75.0879,0.171629486,0.051488846,0.514888457,no cells,6,2,16,IC50,8
Isavuconazole,14706136,ISA_OZ_6h_P22_D4_D3,1222346,0.1698,227.4272,0.5198336,0.15595008,1.5595008,no cells,6,3,57,IC85,28.5
Isavuconazole,14706137,ISA_MZ_48h_P06_A3_VC,1193,0.0002,-9.0327,-0.020646171,-0.006193851,-0.061938514,cells,48,C,0,Control,0
Isavuconazole,14706138,ISA_MZ_48h_P06_B3_D1,216417,0.0299,32.3324,0.073902629,0.022170789,0.221707886,cells,48,1,0.7,IC01,0.35
Isavuconazole,14706139,ISA_MZ_48h_P06_C3_D2,2287552,0.326,445.9076,1.019217371,0.305765211,3.057652114,cells,48,2,16,IC50,8
Isavuconazole,14706140,ISA_MZ_48h_P06_D3_D3,4649606,0.6423,890.748,2.035995429,0.610798629,6.107986286,cells,48,3,57,IC85,28.5
Isavuconazole,14706141,ISA_MZ_24h_P14_A3_VC,2274,0.0003,-8.8065,-0.020129143,-0.006038743,-0.060387429,cells,24,C,0,Control,0
Isavuconazole,14706142,ISA_MZ_24h_P14_B3_D1,175507,0.0245,24.8705,0.056846857,0.017054057,0.170540571,cells,24,1,0.7,IC01,0.35
Isavuconazole,14706143,ISA_MZ_24h_P14_C3_D2,2383720,0.3368,461.1433,1.054041829,0.316212549,3.162125486,cells,24,2,16,IC50,8
Isavuconazole,14706144,ISA_MZ_24h_P14_D3_D3,5755292,0.8351,1163.3772,2.659147886,0.797744366,7.977443657,cells,24,3,57,IC85,28.5
Isavuconazole,14706145,ISA_MZ_6h_P22_A3_VC,2254,0.0003,-8.8153,-0.020149257,-0.006044777,-0.060447771,cells,6,C,0,Control,0
Isavuconazole,14706146,ISA_MZ_6h_P22_B3_D1,141666,0.0195,17.8194,0.040730057,0.012219017,0.122190171,cells,6,1,0.7,IC01,0.35
Isavuconazole,14706147,ISA_MZ_6h_P22_C3_D2,2034029,0.2889,394.034,0.900649143,0.270194743,2.701947429,cells,6,2,16,IC50,8
Isavuconazole,14706148,ISA_MZ_6h_P22_D3_D3,6824692,0.934,1303.6325,2.979731429,0.893919429,8.939194286,cells,6,3,57,IC85,28.5
Isavuconazole,14706149,ISA_MZ_48h_P06_A2_VC,1663,0.0002,-8.9481,-0.0204528,-0.00613584,-0.0613584,cells,48,C,0,Control,0
Isavuconazole,14706150,ISA_MZ_48h_P06_B2_D1,134480,0.019,17.1518,0.039204114,0.011761234,0.117612343,cells,48,1,0.7,IC01,0.35
Isavuconazole,14706151,ISA_MZ_48h_P06_C2_D2,1407741,0.1948,262.3841,0.599735086,0.179920526,1.799205257,cells,48,2,16,IC50,8
Isavuconazole,14706152,ISA_MZ_48h_P06_D2_D3,2949060,0.4061,558.2614,1.276026057,0.382807817,3.828078171,cells,48,3,57,IC85,28.5
Isavuconazole,14706153,ISA_MZ_24h_P14_A2_VC,877,0.0001,-9.0871,-0.020770514,-0.006231154,-0.062311543,cells,24,C,0,Control,0
Isavuconazole,14706154,ISA_MZ_24h_P14_B2_D1,93307,0.0128,8.5617,0.0195696,0.00587088,0.0587088,cells,24,1,0.7,IC01,0.35
Isavuconazole,14706155,ISA_MZ_24h_P14_C2_D2,1294102,0.1817,244.1244,0.557998629,0.167399589,1.673995886,cells,24,2,16,IC50,8
Isavuconazole,14706156,ISA_MZ_24h_P14_D2_D3,4823789,0.6791,942.6307,2.154584457,0.646375337,6.463753371,cells,24,3,57,IC85,28.5
Isavuconazole,14706157,ISA_MZ_6h_P22_A2_VC,2346,0.0003,-8.799,-0.020112,-0.0060336,-0.060336,cells,6,C,0,Control,0
Isavuconazole,14706158,ISA_MZ_6h_P22_B2_D1,214971,0.0296,31.9037,0.072922743,0.021876823,0.218768229,cells,6,1,0.7,IC01,0.35
Isavuconazole,14706159,ISA_MZ_6h_P22_C2_D2,4337283,0.5977,827.809,1.892134857,0.567640457,5.676404571,cells,6,2,16,IC50,8
Isavuconazole,14706160,ISA_MZ_6h_P22_D2_D3,11608661,1.6142,2276.8774,5.2042912,1.56128736,15.6128736,cells,6,3,57,IC85,28.5
Isavuconazole,14706161,ISA_MZ_48h_P06_A1_VC,2723,0.0004,-8.7401,-0.019977371,-0.005993211,-0.059932114,cells,48,C,0,Control,0
Isavuconazole,14706162,ISA_MZ_48h_P06_B1_D1,366346,0.0508,61.4982,0.140567314,0.042170194,0.421701943,cells,48,1,0.7,IC01,0.35
Isavuconazole,14706163,ISA_MZ_48h_P06_C1_D2,4765396,0.6695,929.0715,2.123592,0.6370776,6.370776,cells,48,2,16,IC50,8
Isavuconazole,14706164,ISA_MZ_48h_P06_D1_D3,9302659,1.2887,1809.2961,4.135533943,1.240660183,12.40660183,cells,48,3,57,IC85,28.5
Isavuconazole,14706165,ISA_MZ_24h_P14_A1_VC,1399,0.0002,-8.9864,-0.020540343,-0.006162103,-0.061621029,cells,24,C,0,Control,0
Isavuconazole,14706166,ISA_MZ_24h_P14_B1_D1,420953,0.0578,71.2902,0.162949029,0.048884709,0.488847086,cells,24,1,0.7,IC01,0.35
Isavuconazole,14706167,ISA_MZ_24h_P14_C1_D2,5860167,0.8121,1130.6932,2.5844416,0.77533248,7.7533248,cells,24,2,16,IC50,8
Isavuconazole,14706168,ISA_MZ_24h_P14_D1_D3,14329675,2.0146,2856.8835,6.530019429,1.959005829,19.59005829,cells,24,3,57,IC85,28.5
Isavuconazole,14706169,ISA_MZ_6h_P22_A1_VC,2113,0.0003,-8.8591,-0.020249371,-0.006074811,-0.060748114,cells,6,C,0,Control,0
Isavuconazole,14706170,ISA_MZ_6h_P22_B1_D1,142312,0.02,18.5744,0.042455771,0.012736731,0.127367314,cells,6,1,0.7,IC01,0.35
Isavuconazole,14706171,ISA_MZ_6h_P22_C1_D2,2521737,0.3444,471.7868,1.078369829,0.323510949,3.235109486,cells,6,2,16,IC50,8
Isavuconazole,14706172,ISA_MZ_6h_P22_D1_D3,6997221,0.94,1312.1401,2.999177371,0.899753211,8.997532114,cells,6,3,57,IC85,28.5
Ketoconazole,14703882,KETO_OZ_6h_P19_A6_VC,33884,0.0066,-2.9904,-0.005627399,-0.00168822,-0.016882198,no cells,6,C,0,Control,0
Ketoconazole,14703883,KETO_OZ_6h_P19_B6_D1,124088,0.0246,12.0873,0.022746142,0.006823843,0.068238427,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14703884,KETO_OZ_6h_P19_C6_D2,1560439,0.3233,262.2476,0.493503199,0.14805096,1.480509597,no cells,6,2,21,IC50,10.5
Ketoconazole,14703885,KETO_OZ_6h_P19_D6_D3,3302996,0.7067,583.4449,1.097939217,0.329381765,3.293817651,no cells,6,3,83,IC85,41.5
Ketoconazole,14703886,KETO_OZ_3h_P27_A6_VC,29711,0.0057,-3.7704,-0.00709522,-0.002128566,-0.021285661,no cells,3,C,0,Control,0
Ketoconazole,14703887,KETO_OZ_3h_P27_B6_D1,108169,0.0206,8.7277,0.016423974,0.004927192,0.049271923,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14703888,KETO_OZ_3h_P27_C6_D2,1288138,0.2903,234.6796,0.441625141,0.132487542,1.324875423,no cells,3,2,21,IC50,10.5
Ketoconazole,14703889,KETO_OZ_3h_P27_D6_D3,2870196,0.637,525.0125,0.987979865,0.296393959,2.963939594,no cells,3,3,83,IC85,41.5
Ketoconazole,14703890,KETO_OZ_0h_P35_A6_VC,35205,0.0068,-2.8155,-0.005298269,-0.001589481,-0.015894806,no cells,0,C,0,Control,0
Ketoconazole,14703891,KETO_OZ_0h_P35_B6_D1,120778,0.0237,11.3444,0.021348137,0.006404441,0.064044411,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14703892,KETO_OZ_0h_P35_C6_D2,1343348,0.2757,222.4009,0.418518818,0.125555645,1.255556455,no cells,0,2,21,IC50,10.5
Ketoconazole,14703893,KETO_OZ_0h_P35_D6_D3,2288758,0.4916,403.2148,0.758778321,0.227633496,2.276334964,no cells,0,3,83,IC85,41.5
Ketoconazole,14703894,KETO_OZ_6h_P19_A5_VC,35323,0.0068,-2.7823,-0.005235792,-0.001570738,-0.015707377,no cells,6,C,0,Control,0
Ketoconazole,14703895,KETO_OZ_6h_P19_B5_D1,108345,0.0213,9.3231,0.017544411,0.005263323,0.052633233,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14703896,KETO_OZ_6h_P19_C5_D2,1418823,0.2921,236.1558,0.444403086,0.133320926,1.333209259,no cells,6,2,21,IC50,10.5
Ketoconazole,14703897,KETO_OZ_6h_P19_D5_D3,2879216,0.6174,508.5835,0.957063417,0.287119025,2.871190252,no cells,6,3,83,IC85,41.5
Ketoconazole,14703898,KETO_OZ_3h_P27_A5_VC,29289,0.0058,-3.6389,-0.006847761,-0.002054328,-0.020543282,no cells,3,C,0,Control,0
Ketoconazole,14703899,KETO_OZ_3h_P27_B5_D1,102668,0.0208,8.8616,0.01667595,0.005002785,0.050027851,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14703900,KETO_OZ_3h_P27_C5_D2,1293904,0.2709,218.415,0.411018065,0.12330542,1.233054196,no cells,3,2,21,IC50,10.5
Ketoconazole,14703901,KETO_OZ_3h_P27_D5_D3,2694814,0.5772,474.985,0.893837034,0.26815111,2.681511103,no cells,3,3,83,IC85,41.5
Ketoconazole,14703902,KETO_OZ_0h_P35_A5_VC,27367,0.0054,-4.0065,-0.007539518,-0.002261855,-0.022618555,no cells,0,C,0,Control,0
Ketoconazole,14703903,KETO_OZ_0h_P35_B5_D1,116088,0.0231,10.8114,0.020345126,0.006103538,0.061035378,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14703904,KETO_OZ_0h_P35_C5_D2,1265728,0.253,203.361,0.382689123,0.114806737,1.148067369,no cells,0,2,21,IC50,10.5
Ketoconazole,14703905,KETO_OZ_0h_P35_D5_D3,2470610,0.5224,429.0115,0.807323109,0.242196933,2.421969326,no cells,0,3,83,IC85,41.5
Ketoconazole,14703906,KETO_OZ_6h_P19_A4_VC,42486,0.0083,-1.5656,-0.00294618,-0.000883854,-0.00883854,no cells,6,C,0,Control,0
Ketoconazole,14703907,KETO_OZ_6h_P19_B4_D1,127213,0.0244,11.8901,0.022375047,0.006712514,0.067125141,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14703908,KETO_OZ_6h_P19_C4_D2,1480722,0.3019,244.3282,0.459782085,0.137934626,1.379346255,no cells,6,2,21,IC50,10.5
Ketoconazole,14703909,KETO_OZ_6h_P19_D4_D3,3030174,0.6469,533.3306,1.003633045,0.301089913,3.010899134,no cells,6,3,83,IC85,41.5
Ketoconazole,14703910,KETO_OZ_3h_P27_A4_VC,31500,0.006,-3.467,-0.006524275,-0.001957283,-0.019572826,no cells,3,C,0,Control,0
Ketoconazole,14703911,KETO_OZ_3h_P27_B4_D1,98620,0.0185,6.9374,0.013054949,0.003916485,0.039164848,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14703912,KETO_OZ_3h_P27_C4_D2,1380497,0.2752,221.9671,0.417702484,0.125310745,1.253107452,no cells,3,2,21,IC50,10.5
Ketoconazole,14703913,KETO_OZ_3h_P27_D4_D3,2707164,0.5626,462.7255,0.870766842,0.261230053,2.612300527,no cells,3,3,83,IC85,41.5
Ketoconazole,14703914,KETO_OZ_0h_P35_A4_VC,23453,0.0045,-4.7856,-0.009005645,-0.002701694,-0.027016936,no cells,0,C,0,Control,0
Ketoconazole,14703915,KETO_OZ_0h_P35_B4_D1,104470,0.0199,8.1073,0.015256492,0.004576948,0.045769477,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14703916,KETO_OZ_0h_P35_C4_D2,1363550,0.2709,218.3702,0.41093376,0.123280128,1.23280128,no cells,0,2,21,IC50,10.5
Ketoconazole,14703917,KETO_OZ_0h_P35_D4_D3,2592509,0.5432,446.4407,0.840121754,0.252036526,2.520365262,no cells,0,3,83,IC85,41.5
Ketoconazole,14703918,KETO_MZ_6h_P19_A3_VC,29731,0.0055,-3.8839,-0.007308807,-0.002192642,-0.021926421,cells,6,C,0,Control,0
Ketoconazole,14703919,KETO_MZ_6h_P19_B3_D1,151147,0.0302,16.7579,0.031535378,0.009460613,0.094606135,cells,6,1,0.3,IC01,0.15
Ketoconazole,14703920,KETO_MZ_6h_P19_C3_D2,4929237,1.0887,903.4324,1.700098607,0.510029582,5.100295822,cells,6,2,21,IC50,10.5
Ketoconazole,14703921,KETO_MZ_6h_P19_D3_D3,12108776,3.267,2727.9846,5.133580354,1.540074106,15.40074106,cells,6,3,83,IC85,41.5
Ketoconazole,14703922,KETO_MZ_3h_P27_A3_VC,22680,0.0043,-4.9361,-0.00928886,-0.002786658,-0.027866579,cells,3,C,0,Control,0
Ketoconazole,14703923,KETO_MZ_3h_P27_B3_D1,144360,0.0274,14.453,0.027197968,0.00815939,0.081593903,cells,3,1,0.3,IC01,0.15
Ketoconazole,14703924,KETO_MZ_3h_P27_C3_D2,4572956,1.0019,830.723,1.563272488,0.468981746,4.689817463,cells,3,2,21,IC50,10.5
Ketoconazole,14703925,KETO_MZ_3h_P27_D3_D3,11958075,3.2798,2738.6569,5.153663718,1.546099116,15.46099116,cells,3,3,83,IC85,41.5
Ketoconazole,14703926,KETO_MZ_0h_P35_A3_VC,22450,0.0043,-4.939,-0.009294317,-0.002788295,-0.027882951,cells,0,C,0,Control,0
Ketoconazole,14703927,KETO_MZ_0h_P35_B3_D1,122245,0.0232,10.882,0.020477983,0.006143395,0.061433948,cells,0,1,0.3,IC01,0.15
Ketoconazole,14703928,KETO_MZ_0h_P35_C3_D2,4129766,0.8898,736.7802,1.386488897,0.415946669,4.159466692,cells,0,2,21,IC50,10.5
Ketoconazole,14703929,KETO_MZ_0h_P35_D3_D3,10229874,2.647,2208.6726,4.156327813,1.246898344,12.46898344,cells,0,3,83,IC85,41.5
Ketoconazole,14703930,KETO_MZ_6h_P19_A2_VC,25723,0.0047,-4.5714,-0.008602559,-0.002580768,-0.025807678,cells,6,C,0,Control,0
Ketoconazole,14703931,KETO_MZ_6h_P19_B2_D1,172772,0.0319,18.2291,0.034303914,0.010291174,0.102911743,cells,6,1,0.3,IC01,0.15
Ketoconazole,14703932,KETO_MZ_6h_P19_C2_D2,4878378,1.0734,890.5915,1.675934324,0.502780297,5.027802973,cells,6,2,21,IC50,10.5
Ketoconazole,14703933,KETO_MZ_6h_P19_D2_D3,12154263,3.25,2713.7344,5.10676402,1.532029206,15.32029206,cells,6,3,83,IC85,41.5
Ketoconazole,14703934,KETO_MZ_3h_P27_A2_VC,25749,0.0048,-4.4749,-0.008420963,-0.002526289,-0.02526289,cells,3,C,0,Control,0
Ketoconazole,14703935,KETO_MZ_3h_P27_B2_D1,155363,0.0291,15.8771,0.02987787,0.008963361,0.089633609,cells,3,1,0.3,IC01,0.15
Ketoconazole,14703936,KETO_MZ_3h_P27_C2_D2,4672096,1.0216,847.2079,1.594294129,0.478288239,4.782882386,cells,3,2,21,IC50,10.5
Ketoconazole,14703937,KETO_MZ_3h_P27_D2_D3,11547340,3.1157,2601.2565,4.895100677,1.468530203,14.68530203,cells,3,3,83,IC85,41.5
Ketoconazole,14703938,KETO_MZ_0h_P35_A2_VC,39865,0.0074,-2.2922,-0.004313511,-0.001294053,-0.012940534,cells,0,C,0,Control,0
Ketoconazole,14703939,KETO_MZ_0h_P35_B2_D1,121168,0.0222,10.1101,0.019025405,0.005707621,0.057076214,cells,0,1,0.3,IC01,0.15
Ketoconazole,14703940,KETO_MZ_0h_P35_C2_D2,4328038,0.9267,767.716,1.444704554,0.433411366,4.334113662,cells,0,2,21,IC50,10.5
Ketoconazole,14703941,KETO_MZ_0h_P35_D2_D3,10859370,2.8081,2343.6021,4.410241061,1.323072318,13.23072318,cells,0,3,83,IC85,41.5
Ketoconazole,14703942,KETO_MZ_6h_P19_A1_VC,25393,0.0048,-4.4997,-0.008467633,-0.00254029,-0.025402898,cells,6,C,0,Control,0
Ketoconazole,14703943,KETO_MZ_6h_P19_B1_D1,157393,0.0294,16.0964,0.030290553,0.009087166,0.09087166,cells,6,1,0.3,IC01,0.15
Ketoconazole,14703944,KETO_MZ_6h_P19_C1_D2,4922323,1.0683,886.3425,1.667938464,0.500381539,5.003815393,cells,6,2,21,IC50,10.5
Ketoconazole,14703945,KETO_MZ_6h_P19_D1_D3,11916031,3.1644,2642.0571,4.971880128,1.491564038,14.91564038,cells,6,3,83,IC85,41.5
Ketoconazole,14703946,KETO_MZ_3h_P27_A1_VC,20040,0.0041,-5.0538,-0.00951035,-0.002853105,-0.02853105,cells,3,C,0,Control,0
Ketoconazole,14703947,KETO_MZ_3h_P27_B1_D1,154712,0.0287,15.5594,0.029280015,0.008784005,0.087840045,cells,3,1,0.3,IC01,0.15
Ketoconazole,14703948,KETO_MZ_3h_P27_C1_D2,4801335,1.0646,883.2262,1.662074144,0.498622243,4.986222431,cells,3,2,21,IC50,10.5
Ketoconazole,14703949,KETO_MZ_3h_P27_D1_D3,11648374,3.0759,2567.8869,4.832305043,1.449691513,14.49691513,cells,3,3,83,IC85,41.5
Ketoconazole,14703950,KETO_MZ_0h_P35_A1_VC,28932,0.0054,-4.0089,-0.007544035,-0.00226321,-0.022632104,cells,0,C,0,Control,0
Ketoconazole,14703951,KETO_MZ_0h_P35_B1_D1,117824,0.0223,10.1717,0.019141325,0.005742397,0.057423974,cells,0,1,0.3,IC01,0.15
Ketoconazole,14703952,KETO_MZ_0h_P35_C1_D2,3997826,0.8652,716.1904,1.347742567,0.40432277,4.0432277,cells,0,2,21,IC50,10.5
Ketoconazole,14703953,KETO_MZ_0h_P35_D1_D3,10978429,2.9112,2429.9134,4.57266353,1.371799059,13.71799059,cells,0,3,83,IC85,41.5
Ketoconazole,14703786,KETO_OZ_48h_P03_A6_VC,27519,0.0051,-2.7982,-0.005265713,-0.001579714,-0.01579714,no cells,48,C,0,Control,0
Ketoconazole,14703787,KETO_OZ_48h_P03_B6_D1,93852,0.0179,7.7238,0.014534814,0.004360444,0.043604441,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14703788,KETO_OZ_48h_P03_C6_D2,1637147,0.3208,258.2807,0.486038201,0.14581146,1.458114603,no cells,48,2,21,IC50,10.5
Ketoconazole,14703789,KETO_OZ_48h_P03_D6_D3,3721350,0.7825,640.1376,1.204624765,0.361387429,3.613874294,no cells,48,3,83,IC85,41.5
Ketoconazole,14703790,KETO_OZ_24h_P11_A6_VC,32312,0.0059,-2.1413,-0.004029545,-0.001208863,-0.012088634,no cells,24,C,0,Control,0
Ketoconazole,14703791,KETO_OZ_24h_P11_B6_D1,103327,0.0192,8.7925,0.016545916,0.004963775,0.049637749,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14703792,KETO_OZ_24h_P11_C6_D2,1752159,0.3318,267.3621,0.503127776,0.150938333,1.509383327,no cells,24,2,21,IC50,10.5
Ketoconazole,14703793,KETO_OZ_24h_P11_D6_D3,3660295,0.7422,606.8683,1.142017877,0.342605363,3.426053632,no cells,24,3,83,IC85,41.5
Ketoconazole,14703798,KETO_OZ_48h_P03_A5_VC,34457,0.0061,-2.0247,-0.003810124,-0.001143037,-0.011430373,no cells,48,C,0,Control,0
Ketoconazole,14703799,KETO_OZ_48h_P03_B5_D1,103359,0.0183,8.097,0.01523711,0.004571133,0.045711329,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14703800,KETO_OZ_48h_P03_C5_D2,1721214,0.3335,268.7701,0.505777381,0.151733214,1.517332142,no cells,48,2,21,IC50,10.5
Ketoconazole,14703801,KETO_OZ_48h_P03_D5_D3,3759803,0.7582,620.0788,1.166877682,0.350063304,3.500633045,no cells,48,3,83,IC85,41.5
Ketoconazole,14703802,KETO_OZ_24h_P11_A5_VC,40293,0.0072,-1.1318,-0.002129846,-0.000638954,-0.006389537,no cells,24,C,0,Control,0
Ketoconazole,14703803,KETO_OZ_24h_P11_B5_D1,117601,0.0207,10.0719,0.018953519,0.005686056,0.056860557,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14703804,KETO_OZ_24h_P11_C5_D2,1678153,0.3218,259.0993,0.48757866,0.146273598,1.46273598,no cells,24,2,21,IC50,10.5
Ketoconazole,14703805,KETO_OZ_24h_P11_D5_D3,3920156,0.7771,635.7306,1.196331577,0.358899473,3.588994731,no cells,24,3,83,IC85,41.5
Ketoconazole,14703810,KETO_OZ_48h_P03_A4_VC,36352,0.0065,-1.6393,-0.00308487,-0.000925461,-0.00925461,no cells,48,C,0,Control,0
Ketoconazole,14703811,KETO_OZ_48h_P03_B4_D1,124439,0.0221,11.1932,0.021063606,0.006319082,0.063190817,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14703812,KETO_OZ_48h_P03_C4_D2,1630210,0.309,248.5456,0.467718479,0.140315544,1.403155438,no cells,48,2,21,IC50,10.5
Ketoconazole,14703813,KETO_OZ_48h_P03_D4_D3,3899205,0.8007,655.2196,1.233006398,0.369901919,3.699019195,no cells,48,3,83,IC85,41.5
Ketoconazole,14703814,KETO_OZ_24h_P11_A4_VC,40953,0.007,-1.2846,-0.002417388,-0.000725216,-0.007252164,no cells,24,C,0,Control,0
Ketoconazole,14703815,KETO_OZ_24h_P11_B4_D1,105553,0.0186,8.3625,0.015736733,0.00472102,0.047210199,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14703816,KETO_OZ_24h_P11_C4_D2,1939604,0.3635,293.6413,0.552580542,0.165774163,1.657741626,no cells,24,2,21,IC50,10.5
Ketoconazole,14703817,KETO_OZ_24h_P11_D4_D3,3808050,0.7412,605.9941,1.140372789,0.342111837,3.421118367,no cells,24,3,83,IC85,41.5
Ketoconazole,14703822,KETO_MZ_48h_P03_A3_VC,41852,0.0073,-1.0219,-0.001923033,-0.00057691,-0.0057691,cells,48,C,0,Control,0
Ketoconazole,14703823,KETO_MZ_48h_P03_B3_D1,173494,0.0301,17.8291,0.033551186,0.010065356,0.100653557,cells,48,1,0.3,IC01,0.15
Ketoconazole,14703824,KETO_MZ_48h_P03_C3_D2,4621881,0.9556,783.3372,1.474100866,0.44223026,4.422302597,cells,48,2,21,IC50,10.5
Ketoconazole,14703825,KETO_MZ_48h_P03_D3_D3,7460731,1.6342,1344.6343,2.530361874,0.759108562,7.591085623,cells,48,3,83,IC85,41.5
Ketoconazole,14703826,KETO_MZ_24h_P11_A3_VC,43224,0.0073,-0.9758,-0.001836282,-0.000550884,-0.005508845,cells,24,C,0,Control,0
Ketoconazole,14703827,KETO_MZ_24h_P11_B3_D1,188197,0.0323,19.7029,0.037077343,0.011123203,0.111232029,cells,24,1,0.3,IC01,0.15
Ketoconazole,14703828,KETO_MZ_24h_P11_C3_D2,4895688,1.0141,831.7178,1.565144524,0.469543357,4.695433572,cells,24,2,21,IC50,10.5
Ketoconazole,14703829,KETO_MZ_24h_P11_D3_D3,10632475,2.5457,2098.5949,3.949181219,1.184754366,11.84754366,cells,24,3,83,IC85,41.5
Ketoconazole,14703834,KETO_MZ_48h_P03_A2_VC,46968,0.008,-0.4321,-0.000813135,-0.000243941,-0.002439405,cells,48,C,0,Control,0
Ketoconazole,14703835,KETO_MZ_48h_P03_B2_D1,195643,0.0333,20.5164,0.038608205,0.011582461,0.115824614,cells,48,1,0.3,IC01,0.15
Ketoconazole,14703836,KETO_MZ_48h_P03_C2_D2,4606090,0.932,763.8612,1.437450508,0.431235152,4.312351524,cells,48,2,21,IC50,10.5
Ketoconazole,14703837,KETO_MZ_48h_P03_D2_D3,7966581,1.7691,1456.1845,2.740279451,0.822083835,8.220838352,cells,48,3,83,IC85,41.5
Ketoconazole,14703838,KETO_MZ_24h_P11_A2_VC,48704,0.0082,-0.2869,-0.000539895,-0.000161968,-0.001619684,cells,24,C,0,Control,0
Ketoconazole,14703839,KETO_MZ_24h_P11_B2_D1,201513,0.0344,21.3669,0.040208694,0.012062608,0.120626082,cells,24,1,0.3,IC01,0.15
Ketoconazole,14703840,KETO_MZ_24h_P11_C2_D2,5360550,1.0986,901.6179,1.696684042,0.509005213,5.090052126,cells,24,2,21,IC50,10.5
Ketoconazole,14703841,KETO_MZ_24h_P11_D2_D3,11204973,2.6327,2170.5523,4.084592209,1.225377663,12.25377663,cells,24,3,83,IC85,41.5
Ketoconazole,14703846,KETO_MZ_48h_P03_A1_VC,48482,0.0081,-0.3748,-0.000705307,-0.000211592,-0.00211592,cells,48,C,0,Control,0
Ketoconazole,14703847,KETO_MZ_48h_P03_B1_D1,192065,0.0332,20.3977,0.038384833,0.01151545,0.115154498,cells,48,1,0.3,IC01,0.15
Ketoconazole,14703848,KETO_MZ_48h_P03_C1_D2,4892025,0.9763,800.5034,1.506404592,0.451921377,4.519213775,cells,48,2,21,IC50,10.5
