Molecule,Replicate,Ext_Reference,Area,Ratio_To_Standard,Amount ng/ml,Amount nmol/mL,Amount nmol/well,Amount nmol/1e6 cells seeded,Cells,Incubation_Time,Dose_Level,Dose_uM,Dose_IC,Dose_nmol/well
Ketoconazole,14703849,KETO_MZ_48h_P03_D1_D3,7861140,1.7073,1405.058,2.644068498,0.793220549,7.932205495,cells,48,3,83,IC85,41.5
Ketoconazole,14703850,KETO_MZ_24h_P11_A1_VC,42091,0.007,-1.28,-0.002408732,-0.000722619,-0.007226195,cells,24,C,0,Control,0
Ketoconazole,14703851,KETO_MZ_24h_P11_B1_D1,206112,0.0341,21.1899,0.039875612,0.011962683,0.119626835,cells,24,1,0.3,IC01,0.15
Ketoconazole,14703852,KETO_MZ_24h_P11_C1_D2,5401265,1.1217,920.7727,1.732729959,0.519818988,5.198189876,cells,24,2,21,IC50,10.5
Ketoconazole,14703853,KETO_MZ_24h_P11_D1_D3,10139394,2.3386,1927.2773,3.626792059,1.088037618,10.88037618,cells,24,3,83,IC85,41.5
Ketoconazole,14704458,KETO_OZ_3h_P28_A6_VC,39878,0.0076,-0.5352,-0.001007151,-0.000302145,-0.003021453,no cells,3,C,0,Control,0
Ketoconazole,14704459,KETO_OZ_3h_P28_B6_D1,135248,0.0254,14.4941,0.027275311,0.008182593,0.081825932,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14704460,KETO_OZ_3h_P28_C6_D2,1717291,0.3421,282.373,0.531375612,0.159412683,1.594126835,no cells,3,2,21,IC50,10.5
Ketoconazole,14704461,KETO_OZ_3h_P28_D6_D3,3215493,0.664,554.6329,1.043720173,0.313116052,3.131160519,no cells,3,3,83,IC85,41.5
Ketoconazole,14704462,KETO_OZ_0h_P36_A6_VC,39112,0.0073,-0.7977,-0.001501129,-0.000450339,-0.004503387,no cells,0,C,0,Control,0
Ketoconazole,14704463,KETO_OZ_0h_P36_B6_D1,134297,0.0249,14.1018,0.026537072,0.007961122,0.079611216,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14704464,KETO_OZ_0h_P36_C6_D2,1402321,0.2734,224.266,0.422028604,0.126608581,1.266085811,no cells,0,2,21,IC50,10.5
Ketoconazole,14704465,KETO_OZ_0h_P36_D6_D3,2197654,0.4265,353.7325,0.66566146,0.199698438,1.996984381,no cells,0,3,83,IC85,41.5
Ketoconazole,14704470,KETO_OZ_3h_P28_A5_VC,44296,0.008,-0.1935,-0.000364132,-0.00010924,-0.001092397,no cells,3,C,0,Control,0
Ketoconazole,14704471,KETO_OZ_3h_P28_B5_D1,126922,0.0236,12.9994,0.024462552,0.007338766,0.073387655,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14704472,KETO_OZ_3h_P28_C5_D2,1594832,0.3085,253.9217,0.477835341,0.143350602,1.433506022,no cells,3,2,21,IC50,10.5
Ketoconazole,14704473,KETO_OZ_3h_P28_D5_D3,3253619,0.6558,547.7587,1.030784155,0.309235247,3.092352465,no cells,3,3,83,IC85,41.5
Ketoconazole,14704474,KETO_OZ_0h_P36_A5_VC,65019,0.0117,2.9005,0.005458224,0.001637467,0.016374671,no cells,0,C,0,Control,0
Ketoconazole,14704475,KETO_OZ_0h_P36_B5_D1,154536,0.0276,16.3634,0.030793,0.0092379,0.092378999,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14704476,KETO_OZ_0h_P36_C5_D2,1439197,0.2598,212.7431,0.400344562,0.120103368,1.201033685,no cells,0,2,21,IC50,10.5
Ketoconazole,14704477,KETO_OZ_0h_P36_D5_D3,2602321,0.5037,419.0939,0.788659955,0.236597986,2.365979865,no cells,0,3,83,IC85,41.5
Ketoconazole,14704482,KETO_OZ_3h_P28_A4_VC,44930,0.008,-0.2461,-0.000463116,-0.000138935,-0.001389349,no cells,3,C,0,Control,0
Ketoconazole,14704483,KETO_OZ_3h_P28_B4_D1,127708,0.0224,12.003,0.022587505,0.006776251,0.067762514,no cells,3,1,0.3,IC01,0.15
Ketoconazole,14704484,KETO_OZ_3h_P28_C4_D2,1547419,0.2888,237.2905,0.446538389,0.133961517,1.339615167,no cells,3,2,21,IC50,10.5
Ketoconazole,14704485,KETO_OZ_3h_P28_D4_D3,3059039,0.6226,519.5991,0.977792811,0.293337843,2.933378434,no cells,3,3,83,IC85,41.5
Ketoconazole,14704486,KETO_OZ_0h_P36_A4_VC,40097,0.0072,-0.9334,-0.001756492,-0.000526948,-0.005269477,no cells,0,C,0,Control,0
Ketoconazole,14704487,KETO_OZ_0h_P36_B4_D1,123253,0.0218,11.4203,0.021490967,0.00644729,0.064472902,no cells,0,1,0.3,IC01,0.15
Ketoconazole,14704488,KETO_OZ_0h_P36_C4_D2,1442287,0.2697,221.1301,0.416127399,0.12483822,1.248382198,no cells,0,2,21,IC50,10.5
Ketoconazole,14704489,KETO_OZ_0h_P36_D4_D3,2367867,0.4536,376.682,0.708848325,0.212654498,2.126544976,no cells,0,3,83,IC85,41.5
Ketoconazole,14704494,KETO_MZ_3h_P28_A3_VC,35553,0.0063,-1.6758,-0.003153557,-0.000946067,-0.00946067,cells,3,C,0,Control,0
Ketoconazole,14704495,KETO_MZ_3h_P28_B3_D1,172120,0.031,19.2307,0.036188747,0.010856624,0.10856624,cells,3,1,0.3,IC01,0.15
Ketoconazole,14704496,KETO_MZ_3h_P28_C3_D2,4891904,1.0197,855.5429,1.609979112,0.482993734,4.829937335,cells,3,2,21,IC50,10.5
Ketoconazole,14704497,KETO_MZ_3h_P28_D3_D3,11898264,2.978,2511.9472,4.727036507,1.418110952,14.18110952,cells,3,3,83,IC85,41.5
Ketoconazole,14704498,KETO_MZ_0h_P36_A3_VC,39991,0.007,-1.0681,-0.002009974,-0.000602992,-0.006029921,cells,0,C,0,Control,0
Ketoconazole,14704499,KETO_MZ_0h_P36_B3_D1,133462,0.0233,12.6901,0.023880504,0.007164151,0.071641513,cells,0,1,0.3,IC01,0.15
Ketoconazole,14704500,KETO_MZ_0h_P36_C3_D2,4079645,0.8148,682.2319,1.283838728,0.385151618,3.851516184,cells,0,2,21,IC50,10.5
Ketoconazole,14704501,KETO_MZ_0h_P36_D3_D3,10031079,2.3754,2002.2408,3.767859992,1.130357998,11.30357998,cells,0,3,83,IC85,41.5
Ketoconazole,14704506,KETO_MZ_3h_P28_A2_VC,45697,0.0078,-0.3942,-0.000741814,-0.000222544,-0.002225442,cells,3,C,0,Control,0
Ketoconazole,14704507,KETO_MZ_3h_P28_B2_D1,180375,0.0311,19.3466,0.03640685,0.010922055,0.109220549,cells,3,1,0.3,IC01,0.15
Ketoconazole,14704508,KETO_MZ_3h_P28_C2_D2,5155346,1.0548,885.1738,1.66573918,0.499721754,4.997217539,cells,3,2,21,IC50,10.5
Ketoconazole,14704509,KETO_MZ_3h_P28_D2_D3,12337367,3.104,2618.5272,4.927601054,1.478280316,14.78280316,cells,3,3,83,IC85,41.5
Ketoconazole,14704510,KETO_MZ_0h_P36_A2_VC,45155,0.0078,-0.3554,-0.000668799,-0.00020064,-0.002006398,cells,0,C,0,Control,0
Ketoconazole,14704511,KETO_MZ_0h_P36_B2_D1,144419,0.0251,14.21,0.026740685,0.008022205,0.080222055,cells,0,1,0.3,IC01,0.15
Ketoconazole,14704512,KETO_MZ_0h_P36_C2_D2,4307969,0.8645,724.2484,1.362906285,0.408871886,4.088718856,cells,0,2,21,IC50,10.5
Ketoconazole,14704513,KETO_MZ_0h_P36_D2_D3,10104764,2.3579,1987.3819,3.739898193,1.121969458,11.21969458,cells,0,3,83,IC85,41.5
Ketoconazole,14704518,KETO_MZ_3h_P28_A1_VC,42045,0.0073,-0.7956,-0.001497177,-0.000449153,-0.004491532,cells,3,C,0,Control,0
Ketoconazole,14704519,KETO_MZ_3h_P28_B1_D1,169410,0.0291,17.652,0.033217915,0.009965374,0.099653745,cells,3,1,0.3,IC01,0.15
Ketoconazole,14704520,KETO_MZ_3h_P28_C1_D2,4787265,0.9601,805.0642,1.514987204,0.454496161,4.544961611,cells,3,2,21,IC50,10.5
Ketoconazole,14704521,KETO_MZ_3h_P28_D1_D3,12231587,3.08,2598.1951,4.889339669,1.466801901,14.66801901,cells,3,3,83,IC85,41.5
Ketoconazole,14704523,KETO_MZ_0h_P36_B1_D1,133612,0.0235,12.8556,0.024191946,0.007257584,0.072575837,cells,0,1,0.3,IC01,0.15
Ketoconazole,14704524,KETO_MZ_0h_P36_C1_D2,4220893,0.8388,702.5114,1.322001129,0.396600339,3.966003387,cells,0,2,21,IC50,10.5
Ketoconazole,14704525,KETO_MZ_0h_P36_D1_D3,9588466,2.2695,1912.6711,3.599305796,1.079791739,10.79791739,cells,0,3,83,IC85,41.5
Ketoconazole,14704362,KETO_OZ_48h_P04_A6_VC,54510,0.0088,-2.5666,-0.004829883,-0.001448965,-0.01448965,no cells,48,C,0,Control,0
Ketoconazole,14704363,KETO_OZ_48h_P04_B6_D1,120450,0.0196,6.7104,0.012627776,0.003788333,0.037883327,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14704364,KETO_OZ_48h_P04_C6_D2,1990625,0.35,291.009,0.547627023,0.164288107,1.642881069,no cells,48,2,21,IC50,10.5
Ketoconazole,14704365,KETO_OZ_48h_P04_D6_D3,3990109,0.7562,640.4787,1.205266654,0.361579996,3.615799962,no cells,48,3,83,IC85,41.5
Ketoconazole,14704366,KETO_OZ_24h_P12_A6_VC,50086,0.0082,-3.1045,-0.005842115,-0.001752635,-0.017526346,no cells,24,C,0,Control,0
Ketoconazole,14704367,KETO_OZ_24h_P12_B6_D1,116721,0.019,6.2315,0.011726571,0.003517971,0.035179714,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14704368,KETO_OZ_24h_P12_C6_D2,1753444,0.3014,249.1501,0.468856041,0.140656812,1.406568122,no cells,24,2,21,IC50,10.5
Ketoconazole,14704369,KETO_OZ_24h_P12_D6_D3,3519585,0.635,536.1991,1.00903105,0.302709315,3.02709315,no cells,24,3,83,IC85,41.5
Ketoconazole,14704370,KETO_OZ_6h_P20_A6_VC,52780,0.0083,-2.9782,-0.005604441,-0.001681332,-0.016813323,no cells,6,C,0,Control,0
Ketoconazole,14704371,KETO_OZ_6h_P20_B6_D1,156969,0.0253,11.6423,0.021908732,0.006572619,0.065726195,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14704372,KETO_OZ_6h_P20_C6_D2,2249519,0.3899,325.3093,0.612174068,0.183652221,1.836522205,no cells,6,2,21,IC50,10.5
Ketoconazole,14704373,KETO_OZ_6h_P20_D6_D3,3939731,0.7022,593.9832,1.117770418,0.335331125,3.353311253,no cells,6,3,83,IC85,41.5
Ketoconazole,14704374,KETO_OZ_48h_P04_A5_VC,52654,0.0082,-3.1224,-0.0058758,-0.00176274,-0.017627399,no cells,48,C,0,Control,0
Ketoconazole,14704375,KETO_OZ_48h_P04_B5_D1,118045,0.0186,5.876,0.011057584,0.003317275,0.033172751,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14704376,KETO_OZ_48h_P04_C5_D2,1815598,0.3118,258.1011,0.485700226,0.145710068,1.457100677,no cells,48,2,21,IC50,10.5
Ketoconazole,14704377,KETO_OZ_48h_P04_D5_D3,4071318,0.747,632.5498,1.190345879,0.357103764,3.571037636,no cells,48,3,83,IC85,41.5
Ketoconazole,14704378,KETO_OZ_24h_P12_A5_VC,54543,0.0085,-2.8263,-0.005318592,-0.001595578,-0.015955777,no cells,24,C,0,Control,0
Ketoconazole,14704379,KETO_OZ_24h_P12_B5_D1,123669,0.0197,6.8551,0.012900075,0.003870023,0.038700226,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14704380,KETO_OZ_24h_P12_C5_D2,1624079,0.2726,224.382,0.422246895,0.126674068,1.266740685,no cells,24,2,21,IC50,10.5
Ketoconazole,14704381,KETO_OZ_24h_P12_D5_D3,3648721,0.6367,537.6379,1.011738615,0.303521584,3.035215845,no cells,24,3,83,IC85,41.5
Ketoconazole,14704382,KETO_OZ_6h_P20_A5_VC,52904,0.0082,-3.0546,-0.005748212,-0.001724464,-0.017244637,no cells,6,C,0,Control,0
Ketoconazole,14704383,KETO_OZ_6h_P20_B5_D1,152343,0.0241,10.566,0.019883327,0.005964998,0.059649981,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14704384,KETO_OZ_6h_P20_C5_D2,1837903,0.3297,273.5138,0.514704178,0.154411253,1.544112533,no cells,6,2,21,IC50,10.5
Ketoconazole,14704385,KETO_OZ_6h_P20_D5_D3,3604596,0.6441,544.0343,1.023775499,0.30713265,3.071326496,no cells,6,3,83,IC85,41.5
Ketoconazole,14704386,KETO_OZ_48h_P04_A4_VC,54920,0.0085,-2.8621,-0.005385962,-0.001615788,-0.016157885,no cells,48,C,0,Control,0
Ketoconazole,14704387,KETO_OZ_48h_P04_B4_D1,123907,0.0197,6.8492,0.012888973,0.003866692,0.038666918,no cells,48,1,0.3,IC01,0.15
Ketoconazole,14704388,KETO_OZ_48h_P04_C4_D2,1730731,0.2934,242.2489,0.455869213,0.136760764,1.36760764,no cells,48,2,21,IC50,10.5
Ketoconazole,14704389,KETO_OZ_48h_P04_D4_D3,3568385,0.6251,527.6299,0.992905344,0.297871603,2.978716033,no cells,48,3,83,IC85,41.5
Ketoconazole,14704390,KETO_OZ_24h_P12_A4_VC,56961,0.0088,-2.5915,-0.004876741,-0.001463022,-0.014630222,no cells,24,C,0,Control,0
Ketoconazole,14704391,KETO_OZ_24h_P12_B4_D1,134394,0.0213,8.1745,0.015382951,0.004614885,0.046148852,no cells,24,1,0.3,IC01,0.15
Ketoconazole,14704392,KETO_OZ_24h_P12_C4_D2,1885677,0.3127,258.9074,0.487217539,0.146165262,1.461652616,no cells,24,2,21,IC50,10.5
Ketoconazole,14704393,KETO_OZ_24h_P12_D4_D3,3756250,0.6593,557.0683,1.048303161,0.314490948,3.144909484,no cells,24,3,83,IC85,41.5
Ketoconazole,14704394,KETO_OZ_6h_P20_A4_VC,52542,0.0079,-3.3365,-0.006278698,-0.001883609,-0.018836093,no cells,6,C,0,Control,0
Ketoconazole,14704395,KETO_OZ_6h_P20_B4_D1,148370,0.023,9.6927,0.018239932,0.00547198,0.054719797,no cells,6,1,0.3,IC01,0.15
Ketoconazole,14704396,KETO_OZ_6h_P20_C4_D2,1847598,0.3029,250.4699,0.471339669,0.141401901,1.414019006,no cells,6,2,21,IC50,10.5
Ketoconazole,14704397,KETO_OZ_6h_P20_D4_D3,3686890,0.6544,552.8276,1.040322921,0.312096876,3.120968762,no cells,6,3,83,IC85,41.5
Ketoconazole,14704398,KETO_MZ_48h_P04_A3_VC,53618,0.0081,-3.1697,-0.00596481,-0.001789443,-0.01789443,cells,48,C,0,Control,0
Ketoconazole,14704399,KETO_MZ_48h_P04_B3_D1,207749,0.0324,17.7018,0.03331163,0.009993489,0.099934889,cells,48,1,0.3,IC01,0.15
Ketoconazole,14704400,KETO_MZ_48h_P04_C3_D2,5109722,0.9279,788.2009,1.483253481,0.444976044,4.449760444,cells,48,2,21,IC50,10.5
Ketoconazole,14704401,KETO_MZ_48h_P04_D3_D3,7939084,1.5591,1331.1723,2.505028792,0.751508638,7.515086376,cells,48,3,83,IC85,41.5
Ketoconazole,14704402,KETO_MZ_24h_P12_A3_VC,58966,0.009,-2.3864,-0.004490779,-0.001347234,-0.013472337,cells,24,C,0,Control,0
Ketoconazole,14704403,KETO_MZ_24h_P12_B3_D1,209789,0.0319,17.2984,0.032552503,0.009765751,0.097657508,cells,24,1,0.3,IC01,0.15
Ketoconazole,14704404,KETO_MZ_24h_P12_C3_D2,5259486,0.9721,826.2377,1.554831953,0.466449586,4.66449586,cells,24,2,21,IC50,10.5
Ketoconazole,14704405,KETO_MZ_24h_P12_D3_D3,10610867,2.2145,1895.0344,3.566116673,1.069835002,10.69835002,cells,24,3,83,IC85,41.5
Ketoconazole,14704406,KETO_MZ_6h_P20_A3_VC,80109,0.0117,-0.0364,-6.85E-05,-2.05E-05,-0.000205495,cells,6,C,0,Control,0
Ketoconazole,14704407,KETO_MZ_6h_P20_B3_D1,223560,0.034,19.0922,0.035928114,0.010778434,0.107784343,cells,6,1,0.3,IC01,0.15
Ketoconazole,14704408,KETO_MZ_6h_P20_C3_D2,5660517,1.0266,873.1195,1.643055137,0.492916541,4.929165412,cells,6,2,21,IC50,10.5
Ketoconazole,14704409,KETO_MZ_6h_P20_D3_D3,13009159,2.876,2464.2223,4.63722676,1.391168028,13.91168028,cells,6,3,83,IC85,41.5
Ketoconazole,14704410,KETO_MZ_48h_P04_A2_VC,65669,0.0101,-1.4675,-0.002761573,-0.000828472,-0.00828472,cells,48,C,0,Control,0
Ketoconazole,14704411,KETO_MZ_48h_P04_B2_D1,236489,0.0361,20.9609,0.039444674,0.011833402,0.118334023,cells,48,1,0.3,IC01,0.15
Ketoconazole,14704412,KETO_MZ_48h_P04_C2_D2,4905744,0.8873,753.1996,1.417387279,0.425216184,4.252161837,cells,48,2,21,IC50,10.5
Ketoconazole,14704413,KETO_MZ_48h_P04_D2_D3,7843292,1.5251,1301.9473,2.450032556,0.735009767,7.350097667,cells,48,3,83,IC85,41.5
Ketoconazole,14704414,KETO_MZ_24h_P12_A2_VC,58385,0.0087,-2.6098,-0.004911178,-0.001473353,-0.014733534,cells,24,C,0,Control,0
Ketoconazole,14704415,KETO_MZ_24h_P12_B2_D1,223774,0.034,19.1571,0.036050245,0.010815073,0.108150734,cells,24,1,0.3,IC01,0.15
Ketoconazole,14704416,KETO_MZ_24h_P12_C2_D2,5139512,0.9138,776.0276,1.460345502,0.438103651,4.381036507,cells,24,2,21,IC50,10.5
Ketoconazole,14704417,KETO_MZ_24h_P12_D2_D3,10775548,2.2304,1908.7771,3.591977983,1.077593395,10.77593395,cells,24,3,83,IC85,41.5
Ketoconazole,14704418,KETO_MZ_6h_P20_A2_VC,57217,0.0086,-2.7069,-0.005093903,-0.001528171,-0.015281709,cells,6,C,0,Control,0
Ketoconazole,14704419,KETO_MZ_6h_P20_B2_D1,219869,0.0338,18.9037,0.035573391,0.010672017,0.106720173,cells,6,1,0.3,IC01,0.15
Ketoconazole,14704420,KETO_MZ_6h_P20_C2_D2,6379565,1.2078,1029.01,1.936413248,0.580923974,5.809239744,cells,6,2,21,IC50,10.5
Ketoconazole,14704421,KETO_MZ_6h_P20_D2_D3,13926053,3.1427,2693.6127,5.06889857,1.520669571,15.20669571,cells,6,3,83,IC85,41.5
Ketoconazole,14704422,KETO_MZ_48h_P04_A1_VC,34010,0.0055,-5.4453,-0.010247083,-0.003074125,-0.03074125,cells,48,C,0,Control,0
Ketoconazole,14704423,KETO_MZ_48h_P04_B1_D1,230380,0.0354,20.3523,0.038299398,0.011489819,0.114898193,cells,48,1,0.3,IC01,0.15
Ketoconazole,14704424,KETO_MZ_48h_P04_C1_D2,5267486,0.9442,802.2166,1.509628528,0.452888559,4.528885585,cells,48,2,21,IC50,10.5
Ketoconazole,14704425,KETO_MZ_48h_P04_D1_D3,8911706,1.7484,1494.0786,2.811589387,0.843476816,8.43476816,cells,48,3,83,IC85,41.5
Ketoconazole,14704426,KETO_MZ_24h_P12_A1_VC,84558,0.0129,1.0001,0.00188201,0.000564603,0.005646029,cells,24,C,0,Control,0
Ketoconazole,14704427,KETO_MZ_24h_P12_B1_D1,233706,0.0356,20.4576,0.038497554,0.011549266,0.115492661,cells,24,1,0.3,IC01,0.15
Ketoconazole,14704428,KETO_MZ_24h_P12_C1_D2,5803498,1.0918,929.1578,1.748509221,0.524552766,5.245527663,cells,24,2,21,IC50,10.5
Ketoconazole,14704429,KETO_MZ_24h_P12_D1_D3,10755874,2.2742,1946.4609,3.662892172,1.098867651,10.98867651,cells,24,3,83,IC85,41.5
Ketoconazole,14704430,KETO_MZ_6h_P20_A1_VC,66494,0.0098,-1.6809,-0.003163154,-0.000948946,-0.009489462,cells,6,C,0,Control,0
Ketoconazole,14704431,KETO_MZ_6h_P20_B1_D1,234752,0.0364,21.199,0.039892736,0.011967821,0.119678209,cells,6,1,0.3,IC01,0.15
Ketoconazole,14704432,KETO_MZ_6h_P20_C1_D2,5671171,1.0218,868.9962,1.635295822,0.490588747,4.905887467,cells,6,2,21,IC50,10.5
Ketoconazole,14704433,KETO_MZ_6h_P20_D1_D3,13108030,2.8798,2467.4184,4.64324125,1.392972375,13.92972375,cells,6,3,83,IC85,41.5
Nitrofurantoin,14706933,NITRO_OZ_6h_P23_A6_VC,6501,0.0016,-0.6465,-0.002714562,-0.000814368,-0.008143685,no cells,6,C,0,Control,0
Nitrofurantoin,14706934,NITRO_OZ_6h_P23_B6_D1,119199,0.0301,2.5012,0.010502183,0.003150655,0.03150655,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706935,NITRO_OZ_6h_P23_C6_D2,949481,0.2506,26.9077,0.112981609,0.033894483,0.338944827,no cells,6,2,30,IC50,15
Nitrofurantoin,14706936,NITRO_OZ_6h_P23_D6_D3,1006171,0.2573,27.651,0.11610262,0.034830786,0.34830786,no cells,6,3,120,IC85,60
Nitrofurantoin,14706937,NITRO_OZ_3h_P31_A6_VC,2924,0.0007,-0.744,-0.00312395,-0.000937185,-0.009371851,no cells,3,C,0,Control,0
Nitrofurantoin,14706938,NITRO_OZ_3h_P31_B6_D1,63634,0.0157,0.9143,0.003839016,0.001151705,0.011517047,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706939,NITRO_OZ_3h_P31_C6_D2,352269,0.0886,8.9714,0.037669634,0.01130089,0.113008902,no cells,3,2,30,IC50,15
Nitrofurantoin,14706940,NITRO_OZ_3h_P31_D6_D3,694363,0.1732,18.3332,0.076978502,0.023093551,0.230935506,no cells,3,3,120,IC85,60
Nitrofurantoin,14706941,NITRO_OZ_0h_P39_A6_VC,20534,0.0048,-0.2892,-0.00121431,-0.000364293,-0.003642929,no cells,0,C,0,Control,0
Nitrofurantoin,14706942,NITRO_OZ_0h_P39_B6_D1,157731,0.0376,3.3236,0.013955324,0.004186597,0.041865972,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14706943,NITRO_OZ_0h_P39_C6_D2,1761272,0.4,43.502,0.182658717,0.054797615,0.54797615,no cells,0,2,30,IC50,15
Nitrofurantoin,14706944,NITRO_OZ_0h_P39_D6_D3,871830,0.1925,20.466,0.085933826,0.025780148,0.257801478,no cells,0,3,120,IC85,60
Nitrofurantoin,14706945,NITRO_OZ_6h_P23_A5_VC,4545,0.0011,-0.7039,-0.002955576,-0.000886673,-0.008866728,no cells,6,C,0,Control,0
Nitrofurantoin,14706946,NITRO_OZ_6h_P23_B5_D1,96016,0.0237,1.7956,0.007539469,0.002261841,0.022618408,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706947,NITRO_OZ_6h_P23_C5_D2,340866,0.0845,8.5104,0.03573396,0.010720188,0.107201881,no cells,6,2,30,IC50,15
Nitrofurantoin,14706948,NITRO_OZ_6h_P23_D5_D3,684291,0.1704,18.0235,0.075678116,0.022703435,0.227034347,no cells,6,3,120,IC85,60
Nitrofurantoin,14706949,NITRO_OZ_3h_P31_A5_VC,8526,0.0021,-0.5941,-0.002494541,-0.000748362,-0.007483624,no cells,3,C,0,Control,0
Nitrofurantoin,14706950,NITRO_OZ_3h_P31_B5_D1,156159,0.039,3.4793,0.014609086,0.004382726,0.043827259,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706951,NITRO_OZ_3h_P31_C5_D2,443384,0.1114,11.4903,0.048246137,0.014473841,0.144738411,no cells,3,2,30,IC50,15
Nitrofurantoin,14706952,NITRO_OZ_3h_P31_D5_D3,887512,0.2194,23.4539,0.098479594,0.029543878,0.295438781,no cells,3,3,120,IC85,60
Nitrofurantoin,14706953,NITRO_OZ_0h_P39_A5_VC,9219,0.0022,-0.5839,-0.002451713,-0.000735514,-0.007355139,no cells,0,C,0,Control,0
Nitrofurantoin,14706954,NITRO_OZ_0h_P39_B5_D1,243155,0.0567,5.4431,0.022854803,0.006856441,0.06856441,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14706955,NITRO_OZ_0h_P39_C5_D2,942340,0.2253,24.1069,0.101221448,0.030366434,0.303664343,no cells,0,2,30,IC50,15
Nitrofurantoin,14706956,NITRO_OZ_0h_P39_D5_D3,1037891,0.2473,26.5462,0.111463722,0.033439117,0.334391166,no cells,0,3,120,IC85,60
Nitrofurantoin,14706957,NITRO_OZ_6h_P23_A4_VC,6362,0.0016,-0.65,-0.002729258,-0.000818777,-0.008187773,no cells,6,C,0,Control,0
Nitrofurantoin,14706958,NITRO_OZ_6h_P23_B4_D1,179147,0.0461,4.2641,0.01790435,0.005371305,0.05371305,no cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706959,NITRO_OZ_6h_P23_C4_D2,878193,0.2401,25.7444,0.108097078,0.032429123,0.324291233,no cells,6,2,30,IC50,15
Nitrofurantoin,14706960,NITRO_OZ_6h_P23_D4_D3,1214406,0.313,33.8306,0.142049882,0.042614965,0.426149647,no cells,6,3,120,IC85,60
Nitrofurantoin,14706961,NITRO_OZ_3h_P31_A4_VC,4177,0.001,-0.711,-0.002985388,-0.000895616,-0.008956164,no cells,3,C,0,Control,0
Nitrofurantoin,14706962,NITRO_OZ_3h_P31_B4_D1,93397,0.0229,1.7027,0.007149395,0.002144819,0.021448186,no cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706963,NITRO_OZ_3h_P31_C4_D2,489446,0.1238,12.8613,0.054002771,0.016200831,0.162008314,no cells,3,2,30,IC50,15
Nitrofurantoin,14706964,NITRO_OZ_3h_P31_D4_D3,682240,0.1745,18.4764,0.077579778,0.023273933,0.232739335,no cells,3,3,120,IC85,60
Nitrofurantoin,14706965,NITRO_OZ_0h_P39_A4_VC,5316,0.0013,-0.686,-0.002880417,-0.000864125,-0.00864125,no cells,0,C,0,Control,0
Nitrofurantoin,14706966,NITRO_OZ_0h_P39_B4_D1,143836,0.0327,2.786,0.011698018,0.003509405,0.035094054,no cells,0,1,7.5,IC01,3.75
Nitrofurantoin,14706967,NITRO_OZ_0h_P39_C4_D2,509264,0.1182,12.2357,0.051375966,0.01541279,0.154127897,no cells,0,2,30,IC50,15
Nitrofurantoin,14706968,NITRO_OZ_0h_P39_D4_D3,1084949,0.2474,26.5569,0.11150865,0.033452595,0.334525949,no cells,0,3,120,IC85,60
Nitrofurantoin,14706969,NITRO_MZ_6h_P23_A3_VC,4636,0.0011,-0.7015,-0.002945499,-0.00088365,-0.008836496,cells,6,C,0,Control,0
Nitrofurantoin,14706970,NITRO_MZ_6h_P23_B3_D1,241078,0.0612,5.9394,0.024938697,0.007481609,0.07481609,cells,6,1,7.5,IC01,3.75
Nitrofurantoin,14706971,NITRO_MZ_6h_P23_C3_D2,1288620,0.3359,36.3752,0.152734296,0.045820289,0.458202889,cells,6,2,30,IC50,15
Nitrofurantoin,14706972,NITRO_MZ_6h_P23_D3_D3,2505749,0.6279,68.9076,0.289333221,0.086799966,0.867999664,cells,6,3,120,IC85,60
Nitrofurantoin,14706973,NITRO_MZ_3h_P31_A3_VC,8735,0.0021,-0.5883,-0.002470188,-0.000741056,-0.007410564,cells,3,C,0,Control,0
Nitrofurantoin,14706974,NITRO_MZ_3h_P31_B3_D1,163743,0.0401,3.6089,0.015153258,0.004545977,0.045459775,cells,3,1,7.5,IC01,3.75
Nitrofurantoin,14706975,NITRO_MZ_3h_P31_C3_D2,886669,0.2244,24.0048,0.100792744,0.030237823,0.302378233,cells,3,2,30,IC50,15
Nitrofurantoin,14706976,NITRO_MZ_3h_P31_D3_D3,1715829,0.4235,46.119,0.193647128,0.058094138,0.580941384,cells,3,3,120,IC85,60
Nitrofurantoin,14706977,NITRO_MZ_0h_P39_A3_VC,4493,0.001,-0.7144,-0.002999664,-0.000899899,-0.008998992,cells,0,C,0,Control,0
