"","StateVar","replID","treatment","timeID","timeAfterExposure","dose_uM","dose_uMadj","timepoints","data4modelInterpol","data4modelReal","timeID_orig"
"140","HMOX1",1,"THAP",14,12.7,1e-06,1e-06,13,1.01112678411815,1.0139009651301,7
"141","HMOX1",1,"THAP",15,NA,1e-06,1e-06,14,1.01252053773949,NA,NA
"142","HMOX1",1,"THAP",16,14.7,1e-06,1e-06,15,1.03692918406379,1.0268127643082,8
"143","HMOX1",1,"THAP",17,NA,1e-06,1e-06,16,1.07240754103985,NA,NA
"144","HMOX1",1,"THAP",18,16.7,1e-06,1e-06,17,1.07236973408229,1.07885134490322,9
"145","HMOX1",1,"THAP",19,NA,1e-06,1e-06,18,1.02048892823736,NA,NA
"146","HMOX1",1,"THAP",20,18.7,1e-06,1e-06,19,0.957332429308169,0.974804424226371,10
"147","HMOX1",1,"THAP",21,NA,1e-06,1e-06,20,0.91690617888251,NA,NA
"148","HMOX1",1,"THAP",22,20.7,1e-06,1e-06,21,0.912575932270137,0.909488573041435,11
"149","HMOX1",1,"THAP",23,NA,1e-06,1e-06,22,0.944045660751252,NA,NA
"150","HMOX1",1,"THAP",24,22.7,1e-06,1e-06,23,0.991148058695586,0.976731608255069,12
"151","HMOX1",1,"THAP",25,NA,1e-06,1e-06,24,1.0257786311886,NA,NA
"152","HMOX1",1,"THAP",26,24.7,1e-06,1e-06,25,1.01009014328661,1.02214383869856,13
"153","HMOX1",1,"THAP",27,NA,1e-06,1e-06,26,0.940944817616306,NA,NA
"154","HMOX1",1,"THAP",28,26.7,1e-06,1e-06,27,0.875337309799352,0.891110554773282,14
"155","HMOX1",1,"THAP",29,NA,1e-06,1e-06,28,0.846880921371352,NA,NA
"156","HMOX1",1,"THAP",30,28.7,1e-06,1e-06,29,0.83975827524229,0.840808084033157,15
"157","HMOX1",1,"THAP",31,NA,1e-06,1e-06,30,0.844007982731906,NA,NA
"158","HMOX1",1,"THAP",32,30.7,1e-06,1e-06,31,0.867502704868373,0.857984755632965,16
"159","HMOX1",1,"THAP",33,NA,1e-06,1e-06,32,0.90198740317452,NA,NA
"160","HMOX1",1,"THAP",34,32.7,1e-06,1e-06,33,0.909388805109606,0.912192155707902,17
"161","HMOX1",1,"THAP",35,NA,1e-06,1e-06,34,0.886262232191612,NA,NA
"162","HMOX1",1,"THAP",36,34.7,1e-06,1e-06,35,0.89209540445829,0.883795062558209,18
"163","HMOX1",1,"THAP",37,NA,1e-06,1e-06,36,0.935201029430633,NA,NA
"164","HMOX1",1,"THAP",38,36.7,1e-06,1e-06,37,0.927603328278264,0.940513155771732,19
"165","HMOX1",1,"THAP",39,NA,1e-06,1e-06,38,0.842433337953208,NA,NA
"166","HMOX1",1,"THAP",40,38.7,1e-06,1e-06,39,0.771614011773327,0.785595146554801,20
"167","HMOX1",1,"THAP",41,NA,1e-06,1e-06,40,0.760776739509385,NA,NA
"168","HMOX1",1,"THAP",42,40.7,1e-06,1e-06,41,0.757886665572633,0.761351037966716,21
"169","HMOX1",1,"THAP",43,NA,1e-06,1e-06,42,0.734585500215637,NA,NA
"170","HMOX1",1,"THAP",44,42.7,1e-06,1e-06,43,0.718526886282719,0.720736594855741,22
"171","HMOX1",1,"THAP",45,NA,1e-06,1e-06,44,0.725167628905073,NA,NA
"172","HMOX1",1,"THAP",46,44.7,1e-06,1e-06,45,0.739957357481675,0.735755643605244,23
"173","HMOX1",1,"THAP",47,NA,1e-06,1e-06,46,0.737831076098106,NA,NA
"174","HMOX1",1,"THAP",48,46.7,1e-06,1e-06,47,0.681506307575386,0.706015281205041,24
"175","HMOX1",1,"THAP",49,NA,1e-06,1e-06,48,0.586200893138088,NA,NA
"176","HMOX1",1,"THAP",50,48.7,1e-06,1e-06,49,0.557192724639468,0.55270801090482,25
"177","HMOX1",1,"THAP",51,NA,1e-06,1e-06,50,0.627212368843753,NA,NA
"178","HMOX1",1,"THAP",52,50.7,1e-06,1e-06,51,0.691836875098887,0.679606896675752,26
"179","HMOX1",1,"THAP",53,NA,1e-06,1e-06,52,0.693568389911604,NA,NA
"180","HMOX1",1,"THAP",54,52.7,1e-06,1e-06,53,0.67678325157377,0.680702230503494,27
"181","HMOX1",1,"THAP",55,NA,1e-06,1e-06,54,0.671404506750676,NA,NA
"182","HMOX1",1,"THAP",56,54.7,1e-06,1e-06,55,0.666146780992524,0.668583474382057,28
"183","HMOX1",1,"THAP",57,NA,1e-06,1e-06,56,0.651115874759944,NA,NA
"184","HMOX1",1,"THAP",58,56.7,1e-06,1e-06,57,0.625678630265148,0.634320381923677,29
"185","HMOX1",1,"THAP",59,NA,1e-06,1e-06,58,0.599782534859074,NA,NA
"186","HMOX1",1,"THAP",60,58.7,1e-06,1e-06,59,0.59955775328128,0.595415298988513,30
"187","HMOX1",1,"THAP",61,NA,1e-06,1e-06,60,0.633211707655883,NA,NA
"188","HMOX1",1,"THAP",62,60.7,1e-06,1e-06,61,0.675798752368673,0.663799352508125,31
"189","HMOX1",1,"THAP",63,NA,1e-06,1e-06,62,0.693422554404892,NA,NA
"190","MDM2",1,"THAP",1,0.5,1e-06,1e-06,0,0.921939988809741,0.914974524747557,1
"191","MDM2",1,"THAP",2,NA,1e-06,1e-06,1,0.908032072858964,NA,NA
"192","MDM2",1,"THAP",3,2,1e-06,1e-06,2,0.894699461247965,0.894699461247965,2
"193","MDM2",1,"THAP",4,NA,1e-06,1e-06,3,0.885720091233317,NA,NA
"194","MDM2",1,"THAP",5,3.5,1e-06,1e-06,4,0.894390832263715,0.887252602075179,3
"195","MDM2",1,"THAP",6,5,1e-06,1e-06,5,0.907045490314963,0.907045490314963,4
"196","MDM2",1,"THAP",7,6.5,1e-06,1e-06,6,0.89133247843093,0.875356911293949,5
"197","MDM2",1,"THAP",8,NA,1e-06,1e-06,7,0.857848319442169,NA,NA
"198","MDM2",1,"THAP",9,8,1e-06,1e-06,8,0.836018246718089,0.836018246718089,6
"199","MDM2",1,"THAP",10,NA,1e-06,1e-06,9,0.84874688474588,NA,NA
"200","MDM2",1,"THAP",11,9.5,1e-06,1e-06,10,0.863231633370702,0.858264487078815,7
"201","MDM2",1,"THAP",12,11,1e-06,1e-06,11,0.865699874963089,0.865699874963089,8
"202","MDM2",1,"THAP",13,12.5,1e-06,1e-06,12,0.867897027365024,0.863652177478058,9
"203","MDM2",1,"THAP",14,NA,1e-06,1e-06,13,0.853097594838113,NA,NA
"204","MDM2",1,"THAP",15,14,1e-06,1e-06,14,0.834077809086873,0.834077809086873,10
"205","MDM2",1,"THAP",16,NA,1e-06,1e-06,15,0.843012409094226,NA,NA
"206","MDM2",1,"THAP",17,15.5,1e-06,1e-06,16,0.843839799367444,0.847161551276674,11
"207","MDM2",1,"THAP",18,17,1e-06,1e-06,17,0.830804774263343,0.830804774263343,12
"208","MDM2",1,"THAP",19,18.5,1e-06,1e-06,18,0.833296201808178,0.83458565263165,13
"209","MDM2",1,"THAP",20,NA,1e-06,1e-06,19,0.831781996312755,NA,NA
"210","MDM2",1,"THAP",21,20,1e-06,1e-06,20,0.830153109240545,0.830153109240545,14
"211","MDM2",1,"THAP",22,NA,1e-06,1e-06,21,0.855184127403422,NA,NA
"212","MDM2",1,"THAP",23,21.5,1e-06,1e-06,22,0.881000999011254,0.870301662520121,15
"213","MDM2",1,"THAP",24,23,1e-06,1e-06,23,0.880222557740599,0.880222557740599,16
"214","MDM2",1,"THAP",25,24.5,1e-06,1e-06,24,0.854211638805755,0.85199919368831,17
"215","MDM2",1,"THAP",26,NA,1e-06,1e-06,25,0.867480101458037,NA,NA
"216","MDM2",1,"THAP",27,26,1e-06,1e-06,26,0.91791811852977,0.91791811852977,18
"217","MDM2",1,"THAP",28,NA,1e-06,1e-06,27,0.943808151162801,NA,NA
"218","MDM2",1,"THAP",29,27.5,1e-06,1e-06,28,0.972344757629786,0.95512361542538,19
"219","MDM2",1,"THAP",30,29,1e-06,1e-06,29,1.01374547860413,1.01374547860413,20
"220","MDM2",1,"THAP",31,30.5,1e-06,1e-06,30,1.04130825604136,1.04531610210719,21
"221","MDM2",1,"THAP",32,NA,1e-06,1e-06,31,1.04188287702405,NA,NA
"222","MDM2",1,"THAP",33,32,1e-06,1e-06,32,1.02420050264966,1.02420050264966,22
"223","MDM2",1,"THAP",34,NA,1e-06,1e-06,33,1.011951543704,NA,NA
"224","MDM2",1,"THAP",35,33.5,1e-06,1e-06,34,1.01635106741933,1.01160683132206,23
"225","MDM2",1,"THAP",36,35,1e-06,1e-06,35,1.04298251638416,1.04298251638416,24
"226","MDM2",1,"THAP",37,36.5,1e-06,1e-06,36,1.08145367253484,1.08565724552021,25
"227","MDM2",1,"THAP",38,NA,1e-06,1e-06,37,1.07068109852657,NA,NA
"228","MDM2",1,"THAP",39,38,1e-06,1e-06,38,1.02688274173697,1.02688274173697,26
